date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:55:08	18952/18952	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:20%20GMT	https://ielts-up.com/reading/ielts-reading-practice.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/reading/ielts-reading-practice.html	(from https://ielts-up.com/index.html)
14:55:09	8921/8921	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:20%20GMT	https://ielts-up.com/writing/ielts-writing-practice.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-writing-practice.html	(from https://ielts-up.com/index.html)
14:55:09	11423/11423	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:36%20GMT	https://ielts-up.com/speaking/ielts-speaking-practice.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-practice.html	(from https://ielts-up.com/index.html)
14:55:10	18693/18693	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:57:41%20GMT	https://ielts-up.com/ielts-speaking-simulator.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/ielts-speaking-simulator.html	(from https://ielts-up.com/index.html)
14:55:11	3152/3152	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:42:07%20GMT	https://ielts-up.com/images/home-img.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/home-img.png	(from https://ielts-up.com/index.html)
14:55:12	18139/18139	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:26%20GMT	https://ielts-up.com/listening/ielts-listening-test.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-test.html	(from https://ielts-up.com/index.html)
14:55:13	14725/14725	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:26%20GMT	https://ielts-up.com/listening/ielts-listening-tips.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-tips.html	(from https://ielts-up.com/index.html)
14:55:14	19256/19256	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:21%20GMT	https://ielts-up.com/reading/ielts-reading-test.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/reading/ielts-reading-test.html	(from https://ielts-up.com/index.html)
14:55:15	13673/13673	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:22%20GMT	https://ielts-up.com/reading/ielts-reading-tips.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/reading/ielts-reading-tips.html	(from https://ielts-up.com/index.html)
14:55:16	20043/20043	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:20%20GMT	https://ielts-up.com/writing/ielts-writing-test.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-writing-test.html	(from https://ielts-up.com/index.html)
14:55:16	14417/14417	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:14%20GMT	https://ielts-up.com/writing/ielts-academic-task-1.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-academic-task-1.html	(from https://ielts-up.com/index.html)
14:55:17	11216/11216	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:16%20GMT	https://ielts-up.com/writing/ielts-general-task-1.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-general-task-1.html	(from https://ielts-up.com/index.html)
14:55:17	15971/15971	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:16%20GMT	https://ielts-up.com/writing/ielts-essay.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-essay.html	(from https://ielts-up.com/index.html)
14:55:17	14947/14947	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:20%20GMT	https://ielts-up.com/writing/ielts-writing-tips.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-writing-tips.html	(from https://ielts-up.com/index.html)
14:55:19	16382/16382	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:38%20GMT	https://ielts-up.com/speaking/ielts-speaking-test.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-test.html	(from https://ielts-up.com/index.html)
14:55:19	14270/14270	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:38%20GMT	https://ielts-up.com/speaking/ielts-speaking-tips.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-tips.html	(from https://ielts-up.com/index.html)
14:55:20	8095/8095	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:50:20%20GMT	https://ielts-up.com/exercises/free-ielts-exercises.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/exercises/free-ielts-exercises.html	(from https://ielts-up.com/index.html)
14:55:20	12052/12052	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:50:19%20GMT	https://ielts-up.com/exercises/ielts-listening-exercises.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/exercises/ielts-listening-exercises.html	(from https://ielts-up.com/index.html)
14:55:20	16577/16577	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:50:21%20GMT	https://ielts-up.com/exercises/ielts-reading-exercises.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/exercises/ielts-reading-exercises.html	(from https://ielts-up.com/index.html)
14:55:21	15766/15766	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Jul%202020%2003:52:46%20GMT	https://ielts-up.com/exercises/ielts-writing-exercises.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/exercises/ielts-writing-exercises.html	(from https://ielts-up.com/index.html)
14:55:21	14018/14018	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:50:20%20GMT	https://ielts-up.com/exercises/ielts-speaking-exercises.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/exercises/ielts-speaking-exercises.html	(from https://ielts-up.com/index.html)
14:55:21	1372/1372	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:57:43%20GMT	https://ielts-up.com/subscribe.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/subscribe.html	(from https://ielts-up.com/index.html)
14:55:28	164035/164035	---MC-	200	added ('OK')	text/javascript	date:Wed,%2004%20May%202022%2008:55:21%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/WALTON/Desktop/Ielts%20Up/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://ielts-up.com/index.html)
14:55:28	8889/8889	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:57:43%20GMT	https://ielts-up.com/trial-ielts-exam.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/trial-ielts-exam.html	(from https://ielts-up.com/index.html)
14:55:29	9973/9973	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:57:44%20GMT	https://ielts-up.com/why-take-ielts.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/why-take-ielts.html	(from https://ielts-up.com/index.html)
14:55:31	6758/6758	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:42:09%20GMT	https://ielts-up.com/images/ieltsscoring.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/ieltsscoring.png	(from https://ielts-up.com/index.html)
14:55:32	3097/3097	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e9f50736e0c292dc4e7598c71445f9e7%22	http://connect.facebook.net/en_US/sdk.js	C:/Users/WALTON/Desktop/Ielts%20Up/connect.facebook.net/en_US/sdk.js	(from https://ielts-up.com/index.html)
14:55:32	53493/53493	---MC-	200	added ('OK')	text/javascript	date:Wed,%2004%20May%202022%2008:55:32%20GMT	https://apis.google.com/js/plusone.js	C:/Users/WALTON/Desktop/Ielts%20Up/apis.google.com/js/plusone.js	(from https://ielts-up.com/index.html)
14:55:33	7306/7306	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:57:40%20GMT	https://ielts-up.com/contacts.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/contacts.html	(from https://ielts-up.com/index.html)
14:55:33	9448/9448	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202018%2015:53:24%20GMT	https://ielts-up.com/project.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/project.html	(from https://ielts-up.com/index.html)
14:55:34	110835/110835	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:49%20GMT	https://ielts-up.com/images/cert_big.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/cert_big.png	(from https://ielts-up.com/index.html)
14:55:34	28450/28450	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:42:04%20GMT	https://ielts-up.com/images/header2.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/header2.png	(from https://ielts-up.com/ipad.css)
14:55:35	3555/3555	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:43%20GMT	https://ielts-up.com/images/bookmark1mob.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark1mob.png	(from https://ielts-up.com/ipad.css)
14:55:36	3616/3616	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:43%20GMT	https://ielts-up.com/images/bookmark2mob.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark2mob.png	(from https://ielts-up.com/ipad.css)
14:55:36	3745/3745	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:45%20GMT	https://ielts-up.com/images/bookmark3mob.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark3mob.png	(from https://ielts-up.com/ipad.css)
14:55:36	3257/3257	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:45%20GMT	https://ielts-up.com/images/bookmark4mob.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark4mob.png	(from https://ielts-up.com/ipad.css)
14:55:36	3538/3538	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:46%20GMT	https://ielts-up.com/images/bookmark5mob.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark5mob.png	(from https://ielts-up.com/ipad.css)
14:55:37	8312/8312	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:42%20GMT	https://ielts-up.com/images/bookmark1.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark1.png	(from https://ielts-up.com/style.css)
14:55:37	3586/3586	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:43%20GMT	https://ielts-up.com/images/bookmark2.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark2.png	(from https://ielts-up.com/style.css)
14:55:38	8480/8480	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:44%20GMT	https://ielts-up.com/images/bookmark3.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark3.png	(from https://ielts-up.com/style.css)
14:55:38	3306/3306	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:45%20GMT	https://ielts-up.com/images/bookmark4.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark4.png	(from https://ielts-up.com/style.css)
14:55:38	3547/3547	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:46%20GMT	https://ielts-up.com/images/bookmark5.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/bookmark5.png	(from https://ielts-up.com/style.css)
14:55:39	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20May%202022%2008:55:39%20GMT	http://ielts-up.com/robots.txt		(from https://ielts-up.com/index.html)
14:55:39	10504/10504	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20May%202020%2007:05:10%20GMT	https://ielts-up.com/writing/task-2-questions.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/task-2-questions.html	(from https://ielts-up.com/ielts-writing-correction.html)
14:55:42	15278/15278	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:17%20GMT	https://ielts-up.com/writing/ielts-linking-words.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-linking-words.html	(from https://ielts-up.com/writing/ielts-vocabulary-writing.html)
14:55:43	12124/12124	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:16%20GMT	https://ielts-up.com/writing/ielts-essay-vocabulary.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-essay-vocabulary.html	(from https://ielts-up.com/writing/ielts-vocabulary-writing.html)
14:55:44	115459/115459	---M--	200	added ('OK')	application/pdf	date:Fri,%2029%20Jan%202016%2020:41:51%20GMT	https://ielts-up.com/images/correction.pdf	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/correction.pdf	(from https://ielts-up.com/ielts-writing-correction.html)
14:55:44	13292/13292	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:20%20GMT	https://ielts-up.com/writing/letter-vocabulary.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/letter-vocabulary.html	(from https://ielts-up.com/writing/ielts-vocabulary-writing.html)
14:55:45	27793/27793	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:15%20GMT	https://ielts-up.com/writing/ielts-academic-wordlist.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-academic-wordlist.html	(from https://ielts-up.com/writing/ielts-vocabulary-writing.html)
14:55:45	14703/14703	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:56:15%20GMT	https://ielts-up.com/writing/ielts-describing-graphs.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/writing/ielts-describing-graphs.html	(from https://ielts-up.com/writing/ielts-vocabulary-writing.html)
14:55:45	17538/17538	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:39%20GMT	https://ielts-up.com/speaking/ielts-speaking-vocabulary-1.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-vocabulary-1.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:46	17217/17217	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:39%20GMT	https://ielts-up.com/speaking/ielts-speaking-vocabulary-3.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-vocabulary-3.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:46	17438/17438	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:40%20GMT	https://ielts-up.com/speaking/ielts-speaking-vocabulary-4.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-vocabulary-4.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:47	14384/14384	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:39%20GMT	https://ielts-up.com/speaking/ielts-speaking-vocabulary-2.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-vocabulary-2.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:47	16364/16364	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:40%20GMT	https://ielts-up.com/speaking/ielts-speaking-vocabulary-5.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-vocabulary-5.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:48	17712/17712	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:41%20GMT	https://ielts-up.com/speaking/ielts-speaking-vocabulary-6.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-vocabulary-6.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:48	15794/15794	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:41%20GMT	https://ielts-up.com/speaking/ielts-speaking-vocabulary-weather.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-vocabulary-weather.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:48	13913/13913	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:41%20GMT	https://ielts-up.com/speaking/ielts-speaking-vocabulary-environment.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/ielts-speaking-vocabulary-environment.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:49	13694/13694	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:45%20GMT	https://ielts-up.com/speaking/vocabulary-music.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/vocabulary-music.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:49	17283/17283	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:44%20GMT	https://ielts-up.com/speaking/vocabulary-books-films.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/vocabulary-books-films.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:49	13691/13691	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:51:44%20GMT	https://ielts-up.com/speaking/vocabulary-health.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/speaking/vocabulary-health.html	(from https://ielts-up.com/speaking/ielts-vocabulary-speaking.html)
14:55:50	17000/17000	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:21%20GMT	https://ielts-up.com/listening/ielts-listening-sample-5.1.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-5.1.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:50	4108/4108	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202016%2020:41:37%20GMT	https://ielts-up.com/images/arrow3.png	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/images/arrow3.png	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:50	17880/17880	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:21%20GMT	https://ielts-up.com/listening/ielts-listening-sample-5.2.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-5.2.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:51	15671/15671	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:21%20GMT	https://ielts-up.com/listening/ielts-listening-sample-5.3.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-5.3.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:51	18740/18740	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:22%20GMT	https://ielts-up.com/listening/ielts-listening-sample-5.4.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-5.4.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:52	18636/18636	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:22%20GMT	https://ielts-up.com/listening/ielts-listening-sample-6.1.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-6.1.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:52	15279/15279	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:22%20GMT	https://ielts-up.com/listening/ielts-listening-sample-6.2.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-6.2.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:52	16630/16630	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:22%20GMT	https://ielts-up.com/listening/ielts-listening-sample-6.3.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-6.3.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:53	18871/18871	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:23%20GMT	https://ielts-up.com/listening/ielts-listening-sample-6.4.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-6.4.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:53	17183/17183	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:23%20GMT	https://ielts-up.com/listening/ielts-listening-sample-7.1.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-7.1.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:53	17026/17026	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:23%20GMT	https://ielts-up.com/listening/ielts-listening-sample-7.2.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-7.2.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:54	16118/16118	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:23%20GMT	https://ielts-up.com/listening/ielts-listening-sample-7.3.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-7.3.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:54	17710/17710	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:24%20GMT	https://ielts-up.com/listening/ielts-listening-sample-7.4.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-7.4.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:54	19375/19375	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:24%20GMT	https://ielts-up.com/listening/ielts-listening-sample-8.1.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-8.1.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:55	18348/18348	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:24%20GMT	https://ielts-up.com/listening/ielts-listening-sample-8.2.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-8.2.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:55	17937/17937	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:24%20GMT	https://ielts-up.com/listening/ielts-listening-sample-8.3.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-8.3.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:55	19725/19725	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:25%20GMT	https://ielts-up.com/listening/ielts-listening-sample-8.4.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-8.4.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
14:55:56	16014/16014	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Jan%202019%2015:49:25%20GMT	https://ielts-up.com/listening/ielts-listening-sample-9.1.html	C:/Users/WALTON/Desktop/Ielts%20Up/ielts-up.com/listening/ielts-listening-sample-9.1.html	(from https://ielts-up.com/listening/ielts-listening-practice.html)
